,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
869,1236a,1236b,3,0,1,3,2,2,0,3,2,3,4,1,0,2,2,1,0,2,1
870,1500a,1500b,3,4,1,4,2,3,1,3,2,0,2,1,0,0,2,2,2,1,1
871,0597c,0597a,1,4,1,0,2,2,1,1,2,3,4,2,0,2,3,3,1,1,1
872,0357b,0357a,2,1,0,0,0,2,2,3,2,3,4,1,1,2,3,2,3,2,1
873,0354a,0354c,2,1,1,4,2,1,0,4,2,1,0,0,1,0,1,3,2,2,1
874,1152a,1152c,3,4,0,2,2,1,0,2,2,0,0,1,1,2,1,1,1,1,1
875,0367b,0367c,1,1,1,0,2,2,1,2,2,3,1,1,3,2,2,0,1,2,1
876,1352b,1352a,2,1,1,3,2,2,2,1,2,2,2,1,1,2,2,1,4,2,1
877,0445a,0445b,2,2,1,0,0,2,0,3,2,1,1,1,3,2,1,1,1,1,1
878,1481a,1481b,3,1,1,1,2,2,0,3,2,2,1,1,1,2,2,1,0,2,1
879,1468a,1468b,1,1,1,2,2,2,0,0,2,3,1,1,2,2,2,1,3,2,1
880,1487a,1487c,2,1,1,3,2,3,0,2,2,3,1,1,3,0,1,0,0,1,1
881,1489a,1489c,1,1,1,3,2,2,0,0,2,2,4,1,0,2,2,1,1,2,1
882,0421c,0421a,1,0,1,1,2,2,1,1,1,3,2,1,3,2,3,3,3,2,1
883,1086b,1086c,0,1,1,1,2,2,1,0,1,2,1,1,1,0,1,1,2,1,1
884,1454b,1454a,2,1,1,3,2,2,1,0,2,2,4,1,3,2,2,1,1,2,1
885,0434c,0434a,0,1,0,2,2,3,0,3,2,3,0,0,2,0,3,3,0,2,1
886,1363a,1363c,0,0,1,1,2,3,2,3,2,0,1,0,1,0,2,0,1,1,1
887,0469b,0469c,3,2,1,2,0,2,1,1,1,2,0,1,1,0,2,3,0,1,1
888,1300a,1300c,1,1,1,1,2,2,0,1,2,3,1,1,0,2,2,1,1,2,1
889,1386a,1386b,1,1,1,0,2,2,0,3,2,3,1,1,0,2,2,0,1,2,1
890,0445b,0445c,1,1,1,3,2,1,1,1,1,2,4,1,3,0,2,0,4,2,1
891,1492b,1492c,2,2,1,0,2,2,0,0,2,1,1,1,3,2,3,0,2,2,1
892,1446a,1446c,1,1,1,3,2,2,1,2,2,3,1,1,3,2,2,0,3,2,1
893,0491c,0491a,2,2,1,0,2,2,0,4,2,2,1,1,1,2,1,0,2,1,1
894,0564a,0564b,2,1,1,0,2,3,3,2,1,2,2,1,2,0,2,1,1,1,1
895,0516a,0516b,2,0,1,0,0,3,0,3,2,0,1,0,2,2,2,0,1,2,1
896,0373b,0373c,2,1,1,1,2,1,0,0,1,3,0,1,3,2,3,1,4,2,1
897,1271a,1271c,1,1,1,2,0,1,1,4,1,0,1,2,4,2,2,2,2,2,1
898,0552a,0552b,2,1,1,0,2,2,1,2,1,2,0,1,3,2,2,0,0,2,1
899,1411a,1411b,2,0,1,1,2,2,1,1,2,3,1,1,3,2,3,1,1,2,1
900,1362a,1362b,3,1,1,3,2,2,0,0,2,2,1,1,3,2,2,0,4,2,1
901,1426c,1426a,1,0,1,0,2,3,1,2,2,2,0,1,1,2,2,1,2,1,1
902,1543b,1543c,2,1,1,2,2,2,1,0,2,1,1,1,1,2,2,0,2,1,1
903,1335a,1335c,2,1,1,0,2,3,0,1,2,2,1,1,3,2,2,2,1,1,1
904,1430a,1430b,2,1,1,0,2,3,3,3,2,1,1,1,1,1,2,0,3,2,1
905,0551c,0551a,3,2,1,0,0,2,0,2,2,2,1,1,1,2,0,1,3,2,1
906,0301b,0301c,1,1,1,2,2,3,0,0,2,3,1,1,4,0,2,0,1,2,1
907,1309a,1309b,0,1,1,0,2,2,0,2,2,2,2,1,3,2,2,0,0,2,1
908,1155a,1155c,1,1,0,2,2,1,1,0,2,1,0,1,0,2,0,0,3,2,1
909,0560c,0560b,1,1,1,0,2,1,1,0,2,0,1,1,0,2,2,1,0,1,1
910,1330a,1330c,3,2,1,3,2,2,0,0,2,1,1,1,2,2,2,1,3,2,1
911,1196a,1196c,0,1,1,3,2,2,2,1,1,1,1,1,1,2,3,3,3,2,1
912,1491a,1491b,3,1,1,0,2,2,1,3,2,2,1,1,0,2,2,0,1,1,1
913,1146a,1146c,0,4,1,0,2,2,1,0,2,3,0,1,3,2,2,1,4,2,1
914,0924a,0924c,2,2,1,3,1,2,1,2,2,0,1,1,0,2,1,2,1,1,1
915,0421b,0421c,2,0,1,1,0,2,0,0,2,1,0,1,1,2,2,1,1,1,1
916,0458a,0458b,2,1,1,0,2,2,1,0,2,3,2,1,3,2,2,1,3,2,1
917,0350c,0350a,2,0,1,0,1,1,0,2,2,3,2,1,0,1,2,1,3,2,1
918,1442b,1442c,2,2,1,3,2,2,1,4,2,1,1,1,0,0,2,0,2,1,1
919,1234a,1234c,3,4,1,3,2,2,0,3,2,2,1,0,2,2,3,0,2,2,1
920,1259b,1259c,1,0,1,3,2,1,2,2,1,0,1,1,0,0,2,2,1,1,1
921,1341a,1341b,0,2,1,0,2,2,0,2,2,2,4,1,0,2,3,0,2,2,1
922,0597c,0597b,1,4,1,0,2,2,1,1,2,2,4,1,3,2,3,0,3,2,1
923,0570c,0570a,3,4,1,1,2,2,0,1,2,2,1,0,3,0,2,1,3,2,1
924,1432c,1432a,2,2,1,0,2,2,0,2,2,2,4,1,0,2,1,0,1,2,1
925,0492b,0492c,2,0,1,0,2,1,1,3,2,2,0,1,1,2,1,0,1,2,1
926,1382c,1382a,2,2,1,0,2,2,0,1,2,2,0,1,0,2,2,1,3,2,1
927,1358b,1358c,3,4,0,1,2,2,0,1,2,3,4,1,1,2,3,1,1,2,1
928,1440c,1440b,2,4,1,1,2,3,0,2,2,0,4,0,2,0,2,0,4,1,1
929,1323a,1323c,2,0,1,1,2,3,2,3,2,1,0,1,1,2,2,3,0,1,1
930,0584a,0584b,1,1,1,1,2,2,0,0,2,2,1,1,1,2,2,1,2,2,1
931,0422b,0422c,2,4,1,0,2,2,0,3,2,2,0,1,0,2,2,0,3,2,1
932,1303c,1303b,3,4,1,0,2,2,0,4,2,3,1,0,2,2,2,0,3,2,1
933,0307a,0307c,2,0,1,3,2,2,0,4,2,1,1,1,1,2,2,2,3,2,1
934,1413b,1413c,0,1,1,0,2,1,0,2,2,1,4,1,3,2,2,1,2,2,1
935,1178a,1178b,3,4,1,3,0,2,0,3,2,3,0,1,3,2,2,3,1,2,1
936,1328b,1328c,1,2,1,0,2,2,3,2,2,1,1,1,3,2,2,2,1,1,1
937,1455a,1455c,3,1,1,0,2,2,1,2,2,2,1,1,3,2,2,1,3,2,1
938,0424a,0424c,1,2,1,3,2,2,0,1,2,2,1,1,0,2,2,3,3,2,1
939,1513b,1513c,2,0,1,3,2,3,0,2,2,1,1,1,0,1,2,1,1,2,1
940,1481b,1481c,2,1,1,1,2,2,1,0,2,2,1,1,3,2,1,0,0,2,1
941,1123c,1123a,3,4,1,3,2,2,1,4,2,2,1,2,1,0,1,1,2,1,1
942,1149a,1149b,1,1,1,0,2,3,1,1,2,2,4,1,3,2,2,1,0,2,1
943,0335b,0335c,3,4,1,0,2,2,1,1,2,3,1,1,0,2,1,1,3,2,1
944,0549b,0549c,0,1,0,2,2,3,3,4,2,3,1,1,3,3,3,3,4,2,1
945,0472a,0472c,3,1,1,3,2,3,0,0,2,2,1,1,1,2,2,3,2,2,1
946,1510b,1510a,1,1,1,0,2,2,1,0,2,1,1,1,0,2,1,0,3,2,1
947,0535b,0535c,0,0,1,2,2,2,1,4,2,1,2,1,3,2,1,3,3,2,1
948,0539b,0539c,3,1,1,0,0,2,0,2,2,2,1,1,0,2,2,3,0,2,1
949,1120b,1120c,1,1,1,0,2,2,0,2,2,2,1,1,0,2,2,0,0,2,1
950,0429b,0429a,1,1,1,3,2,3,1,4,2,2,0,1,3,2,3,0,4,2,1
951,0463a,0463b,1,1,1,0,0,3,3,4,2,0,0,0,3,2,3,0,3,2,1
952,0363b,0363a,1,1,1,1,2,1,0,1,1,0,0,1,1,2,2,1,1,2,1
953,1426b,1426c,2,1,1,0,2,1,0,4,2,1,0,1,0,2,3,1,2,2,1
954,1547a,1547c,2,4,1,1,2,1,0,2,2,2,0,1,3,2,3,0,0,2,1
955,0531b,0531c,2,0,1,3,2,1,0,2,2,1,4,1,1,2,2,0,3,2,1
956,1477a,1477c,3,0,1,3,2,1,1,0,2,3,1,1,2,2,2,1,0,1,1
957,1123c,1123b,3,4,1,3,2,2,1,4,2,0,2,1,0,2,2,1,1,2,1
958,1405b,1405c,1,1,1,0,0,2,1,1,1,2,3,1,0,2,2,0,1,2,1
959,0440c,0440a,3,4,1,0,2,1,0,4,2,2,0,0,2,2,2,0,4,2,1
960,1430a,1430c,2,1,1,0,2,3,3,3,2,0,0,1,3,2,3,0,3,2,1
961,0323c,0323b,1,0,1,1,0,1,0,0,1,3,0,0,1,0,3,1,1,1,1
962,0550b,0550c,3,0,1,0,2,2,0,4,2,2,0,1,1,2,2,0,4,2,1
963,0335a,0335b,1,1,1,2,2,2,1,0,2,3,4,1,0,2,2,1,1,2,1
964,0340a,0340b,3,0,1,0,2,3,1,2,2,1,4,1,1,2,1,0,3,2,1
965,1451a,1451c,1,4,1,3,2,2,0,4,2,0,0,1,0,2,2,0,0,2,1
966,1552a,1552c,3,0,1,1,2,2,1,1,2,3,1,1,1,2,1,1,3,2,1
967,0434b,0434a,1,4,1,0,2,2,0,0,2,3,0,0,2,0,3,3,0,2,1
968,0518a,0518c,2,1,1,0,0,2,2,1,1,3,4,1,1,2,3,0,4,2,1
969,0450c,0450b,1,1,0,0,0,1,0,1,1,1,2,0,1,0,2,0,2,1,1
970,1360b,1360a,2,0,1,0,2,2,0,2,2,3,1,0,2,2,2,0,2,2,1
971,1259a,1259b,1,4,0,0,2,3,1,3,2,1,0,1,3,2,1,2,2,1,1
972,0350b,0350c,2,1,1,3,2,1,1,4,2,2,0,1,0,1,1,0,2,2,1
973,0323c,0323a,1,0,1,1,0,1,0,0,1,3,4,2,4,2,2,3,2,2,1
974,1221a,1221c,3,4,1,0,2,2,2,1,2,2,1,1,0,2,0,0,3,2,1
975,0414a,0414c,3,2,1,0,2,2,0,2,2,0,1,1,0,2,2,1,3,2,1
976,1367a,1367c,2,0,1,1,2,2,3,2,2,1,1,1,3,2,0,0,3,2,1
977,0457c,0457b,0,2,1,0,0,2,0,3,2,1,4,0,1,0,2,0,1,1,1
978,0521a,0521c,2,1,1,1,2,1,3,0,2,3,1,2,1,0,2,1,3,2,1
979,1303c,1303a,3,4,1,0,2,2,0,4,2,3,4,1,0,0,2,0,4,2,1
980,0375c,0375b,2,4,1,4,2,2,2,1,1,1,3,0,1,0,2,0,2,1,1
981,1252a,1252c,3,1,1,3,2,3,0,3,2,1,2,1,0,2,2,1,1,1,1
982,1417c,1417a,1,1,1,3,2,2,1,2,1,1,1,0,0,2,3,1,3,2,1
983,0411b,0411a,1,2,1,1,2,2,0,1,2,3,1,1,0,2,1,1,4,2,1
984,0496f,0496d,2,4,1,0,2,2,1,2,2,2,1,1,1,2,2,0,1,1,1
985,1497a,1497b,0,4,1,0,2,2,1,3,2,2,1,1,0,0,2,1,2,1,1
986,1489a,1489b,1,1,1,3,2,2,0,0,2,2,1,1,3,2,2,1,2,2,1
987,0571b,0571a,0,1,1,0,2,2,0,0,2,2,4,1,3,2,3,0,1,2,1
988,0432a,0432c,3,0,1,3,2,2,1,2,2,3,1,1,0,2,2,2,0,2,1
989,1153a,1153b,0,1,1,1,2,2,0,0,2,0,4,1,3,2,2,1,2,2,1
990,1513a,1513c,2,0,1,3,2,3,0,3,2,1,1,1,0,1,2,1,1,2,1
991,1164c,1164a,3,1,1,3,2,3,0,2,2,2,1,0,2,2,1,1,1,2,1
992,0340b,0340c,1,4,1,1,2,1,0,3,2,1,0,1,1,2,1,0,3,2,1
993,1551a,1551c,0,1,1,0,2,2,3,3,2,2,4,1,3,2,2,3,2,2,1
994,1140c,1140b,2,4,1,2,2,1,0,1,2,0,0,1,3,0,1,1,2,1,1
995,1240a,1240b,1,0,1,3,2,2,3,1,2,1,1,1,1,0,1,0,3,2,1
996,0321c,0321a,2,1,1,2,2,2,0,2,2,2,1,1,3,2,1,1,2,1,1
997,1325a,1325b,3,1,1,0,1,2,0,1,2,0,1,1,1,2,2,1,2,1,1
998,0538b,0538c,1,1,1,3,2,1,2,1,2,2,2,1,0,2,2,2,1,2,1
999,1335a,1335b,2,1,1,0,2,3,0,1,2,2,2,1,0,2,2,3,2,2,1
1000,0301a,0301b,1,0,1,0,2,2,1,4,2,1,1,1,2,2,3,0,0,2,1
1001,0556a,0556c,2,1,1,1,0,2,0,4,1,0,1,0,1,0,3,1,0,1,1
1002,0365a,0365b,0,2,1,0,2,2,0,1,2,2,1,1,3,0,2,0,2,1,1
1003,1153a,1153c,0,1,1,1,2,2,0,0,2,2,1,1,0,1,2,0,1,2,1
1004,0496a,0496e,3,4,1,0,2,3,1,2,2,2,1,0,1,2,3,0,2,2,1
1005,0525a,0525b,1,2,1,3,2,1,1,1,1,2,3,0,0,2,2,0,3,2,1
1006,1329a,1329b,1,1,1,3,2,1,1,3,2,1,1,1,3,2,2,3,0,2,1
1007,0353b,0353c,2,1,1,1,2,1,1,2,1,1,2,1,1,2,3,0,1,2,1
1008,1483b,1483c,3,4,1,0,2,2,0,1,2,1,1,1,1,0,1,0,1,1,1
1009,1336b,1336c,3,1,1,3,2,3,0,4,2,0,1,1,0,2,3,0,0,2,1
1010,1039c,1039a,2,4,1,0,2,2,3,1,2,3,1,0,0,0,3,1,0,2,1
1011,0562a,0562c,0,1,1,3,2,2,1,4,2,3,0,1,3,2,1,0,2,2,1
1012,1445a,1445b,0,1,1,3,2,2,0,3,2,2,1,1,2,2,2,0,0,2,1
1013,1567c,1567b,2,4,1,4,2,2,0,2,2,3,1,0,2,2,2,0,0,2,1
1014,1495a,1495c,2,1,0,3,2,1,0,3,2,1,1,1,0,0,2,1,2,1,1
1015,0328b,0328a,0,2,1,1,2,3,0,3,2,3,1,0,2,2,3,0,2,2,1
1016,1146a,1146b,0,4,1,0,2,2,1,0,2,2,0,1,3,2,1,1,1,2,1
1017,1477a,1477b,3,0,1,3,2,1,1,0,2,1,1,1,1,0,2,0,1,1,1
1018,0440c,0440b,3,4,1,0,2,1,0,4,2,2,1,1,2,0,2,1,0,1,1
1019,0421b,0421a,2,0,1,1,0,2,0,0,2,3,2,1,3,2,3,3,3,2,1
1020,1328a,1328b,3,1,1,2,2,3,0,0,2,1,2,1,0,2,2,3,2,2,1
1021,0337a,0337c,2,1,1,3,2,2,3,2,1,3,4,1,1,2,1,1,3,2,1
1022,0472b,0472c,2,1,1,0,2,1,1,2,2,2,1,1,1,2,2,3,2,2,1
1023,1489b,1489c,2,1,1,3,2,2,1,2,2,2,4,1,0,2,2,1,1,2,1
1024,0496f,0496a,2,4,1,0,2,2,1,2,2,3,4,1,0,2,3,1,2,2,1
1025,0387b,0387a,2,2,0,1,0,1,0,2,1,0,1,0,2,0,1,2,2,2,1
1026,1516a,1516b,2,0,1,0,2,2,1,1,2,2,1,1,1,2,1,0,1,2,1
1027,1149a,1149c,1,1,1,0,2,3,1,1,2,1,1,1,3,2,1,3,3,2,1
1028,1320b,1320c,3,1,1,0,2,1,0,0,2,2,2,1,0,2,2,0,3,2,1
1029,1255a,1255b,1,1,1,0,2,2,1,0,1,1,1,1,1,2,2,1,4,2,1
1030,1260b,1260c,2,1,1,1,2,1,1,0,2,3,2,1,0,2,2,1,1,2,1
1031,1483a,1483c,2,1,1,3,2,3,0,3,2,1,1,1,1,0,1,0,1,1,1
1032,0461a,0461b,3,1,1,3,0,2,0,0,2,2,1,1,0,2,2,2,0,1,1
1033,1120a,1120c,2,1,1,3,2,2,0,2,2,2,1,1,0,2,2,0,0,2,1
1034,0314c,0314a,1,1,1,3,2,0,0,0,2,1,1,1,0,2,1,2,1,1,1
1035,1134a,1134c,2,0,1,3,2,2,1,0,2,2,1,1,0,2,2,3,4,2,1
1036,1450a,1450c,3,1,1,3,2,2,2,1,1,3,0,1,1,2,1,1,3,2,1
1037,1362a,1362c,3,1,1,3,2,2,0,0,2,3,0,1,0,2,2,0,2,2,1
1038,1267a,1267b,2,1,1,0,2,2,2,2,1,2,2,1,2,2,2,0,1,2,1
1039,1284a,1284c,2,1,1,0,2,2,1,4,2,3,1,1,0,2,1,1,2,2,1
1040,0474b,0474c,2,1,1,3,2,3,3,3,2,3,4,1,0,2,2,3,1,2,1
1041,1508a,1508c,2,4,1,0,2,2,3,4,2,1,4,1,1,0,2,0,0,2,1
1042,1534b,1534a,1,1,1,3,2,2,1,1,2,2,1,1,1,2,3,1,3,2,1
1043,1393b,1393c,2,1,1,3,0,2,0,3,2,1,4,1,0,2,2,1,2,2,1
1044,0458a,0458c,2,1,1,0,2,2,1,0,2,3,0,1,0,2,2,0,3,2,1
1045,1267c,1267a,1,0,1,0,2,2,0,1,1,2,1,1,0,2,2,2,2,1,1
1046,1231b,1231c,0,0,1,0,2,2,0,1,2,1,4,1,3,2,2,1,3,2,1
1047,1386b,1386c,3,1,1,0,2,2,0,1,2,3,1,1,3,2,2,0,2,2,1
1048,1180a,1180b,2,1,1,2,2,2,1,1,2,1,1,1,0,2,2,1,1,1,1
1049,1460a,1460b,2,1,1,1,0,2,0,0,2,2,2,1,3,2,2,1,3,2,1
1050,0306a,0306b,3,1,1,2,2,2,0,1,2,2,1,0,2,2,2,0,2,2,1
1051,0316b,0316a,2,1,1,3,2,2,2,4,2,2,1,2,3,2,3,1,2,2,1
1052,1144b,1144c,1,2,1,0,2,2,1,2,2,1,1,1,2,2,1,0,0,2,1
1053,1330a,1330b,3,2,1,3,2,2,0,0,2,2,2,1,3,2,2,0,4,2,1
1054,1307a,1307b,1,1,1,3,2,2,0,1,1,3,4,1,0,2,3,1,1,2,1
1055,1453b,1453c,3,1,1,3,2,2,1,2,2,2,1,1,0,2,2,0,2,1,1
1056,1134a,1134b,2,0,1,3,2,2,1,0,2,3,4,1,1,2,2,0,2,2,1
1057,0313c,0313b,0,1,1,3,2,2,1,1,1,2,1,0,2,2,2,0,0,2,1
1058,1447a,1447b,2,1,1,3,2,1,1,0,2,1,4,1,0,2,2,2,1,1,1
1059,1517a,1517c,2,1,1,1,2,2,0,2,2,3,0,1,0,2,2,1,4,2,1
1060,1329b,1329c,1,1,1,3,2,2,3,0,2,0,1,1,0,2,2,3,0,2,1
1061,1504b,1504a,3,1,1,3,1,2,0,4,2,1,0,1,1,2,1,3,0,2,1
1062,0556a,0556b,2,1,1,1,0,2,0,4,1,0,2,0,1,0,2,1,1,1,1
1063,1442a,1442b,3,2,1,0,2,2,0,1,2,2,2,1,3,2,2,1,4,2,1
1064,0363c,0363b,1,1,1,0,2,2,3,0,2,1,1,1,1,2,1,0,1,1,1
1065,0924b,0924c,1,0,1,3,0,2,1,0,1,0,1,1,0,2,1,2,1,1,1
1066,0550a,0550c,3,4,1,3,2,2,0,0,2,2,0,1,1,2,2,0,4,2,1
1067,1343b,1343c,2,1,1,0,2,3,1,4,2,0,0,1,1,2,1,0,1,1,1
1068,1533b,1533a,1,0,1,0,2,3,0,4,2,3,3,0,3,2,2,0,3,2,1
1069,1230a,1230b,0,1,1,0,2,2,0,3,2,1,1,0,3,2,2,1,3,2,1
1070,1254a,1254b,1,1,1,1,2,1,3,3,2,2,1,0,2,2,2,1,3,2,1
1071,1447b,1447c,1,4,1,0,2,2,2,1,1,1,1,0,1,2,2,2,2,2,1
1072,0537a,0537b,3,1,1,3,2,2,2,1,2,2,1,0,3,0,2,1,4,2,1
1073,1361b,1361a,1,0,1,3,2,2,0,4,2,1,4,1,0,0,2,3,3,2,1
1074,1267c,1267b,1,0,1,0,2,2,0,1,1,2,2,1,2,2,2,0,1,2,1
1075,0338b,0338a,2,1,1,3,2,1,0,3,2,2,4,1,0,2,3,0,1,2,1
1076,0569c,0569b,1,1,1,0,2,2,3,3,2,0,0,1,2,2,1,1,1,2,1
1077,0469a,0469b,2,3,1,1,2,2,3,4,2,3,2,1,2,0,2,1,1,1,1
1078,0314b,0314c,0,0,1,0,2,2,0,2,2,1,1,1,3,2,0,0,0,2,1
1079,1370b,1370c,1,0,1,0,2,2,0,3,2,3,1,1,1,2,2,1,1,2,1
1080,1374b,1374a,1,1,1,0,2,2,2,2,1,3,2,0,2,2,3,0,4,2,1
1081,1146b,1146c,2,0,1,3,2,1,1,1,2,3,0,1,3,2,2,1,4,2,1
1082,1335b,1335c,2,2,1,0,2,2,3,2,2,2,1,1,3,2,2,2,1,1,1
1083,0456c,0456a,2,2,1,0,2,3,0,3,2,2,1,0,2,2,2,0,3,2,1
1084,1441a,1441c,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1
1085,1408c,1408b,0,1,1,0,0,2,0,2,1,1,1,0,1,0,3,0,2,1,1
1086,1282b,1282c,2,2,1,3,2,2,0,2,2,1,1,2,3,2,2,1,2,2,1
1087,1260a,1260c,0,1,1,1,2,2,0,4,2,3,2,1,0,2,2,1,1,2,1
1088,0348b,0348c,1,1,1,1,0,1,0,2,1,3,1,0,2,2,2,3,3,2,1
1089,1091b,1091a,1,1,1,0,2,2,2,1,1,3,1,2,4,2,2,3,4,2,1
1090,0357a,0357c,3,4,1,1,2,3,2,3,2,0,2,1,1,0,2,0,1,1,1
1091,1441a,1441b,1,1,1,1,2,2,2,1,2,2,0,1,0,0,2,0,2,2,1
1092,0359a,0359b,2,1,1,0,2,2,0,2,2,3,2,1,0,2,2,3,0,2,1
1093,0319a,0319c,2,4,1,0,2,3,1,2,2,2,0,0,0,2,2,0,2,2,1
1094,1554a,1554b,2,1,1,2,2,1,0,1,2,2,1,1,1,2,2,1,1,1,1
1095,0472b,0472a,2,1,1,0,2,1,1,2,2,3,1,1,3,2,3,0,0,2,1
1096,1431c,1431a,3,1,1,3,2,3,1,4,2,3,1,1,3,2,1,3,0,2,1
1097,0311a,0311c,1,2,1,1,2,1,3,3,2,0,0,1,0,0,2,2,1,1,1
1098,1424a,1424c,3,4,1,0,2,2,1,2,2,1,1,1,3,2,2,1,1,1,1
1099,0471b,0471c,0,0,1,0,1,2,0,2,2,0,0,1,3,2,1,1,2,1,1
1100,0892a,0892c,1,0,1,1,2,3,0,0,2,3,2,0,2,2,2,1,0,2,1
1101,1036b,1036c,2,2,0,2,2,2,0,0,2,1,4,1,0,0,2,2,0,2,1
1102,1368b,1368c,3,1,1,1,2,2,3,4,2,2,1,1,3,0,1,2,0,1,1
1103,1546b,1546a,3,1,1,0,0,3,0,3,2,1,1,0,3,2,1,1,2,1,1
1104,1240a,1240c,1,0,1,3,2,2,3,1,2,2,1,0,0,2,3,1,1,2,1
1105,0571b,0571c,0,1,1,0,2,2,0,0,2,1,0,1,1,0,1,0,1,1,1
1106,1521a,1521b,2,2,1,0,2,2,1,1,2,3,1,1,3,0,2,3,3,2,1
1107,0372a,0372b,1,1,1,3,2,1,0,1,1,1,1,1,3,1,2,1,2,2,1
1108,0911b,0911c,1,3,1,1,2,2,2,1,1,2,4,2,3,2,3,3,2,2,1
1109,1448b,1448c,1,2,1,3,2,2,1,1,2,3,4,1,3,2,2,1,1,2,1
1110,0546c,0546b,2,0,1,3,2,1,3,1,2,3,1,1,3,1,3,0,1,2,1
1111,0535a,0535b,2,4,1,1,2,2,2,1,1,0,0,1,2,2,2,1,4,2,1
1112,0366a,0366b,2,4,1,3,2,2,0,3,2,3,1,2,4,3,2,0,2,2,1
1113,0587a,0587c,1,1,1,2,2,2,2,0,2,1,4,0,3,2,3,1,3,2,1
1114,1488a,1488c,1,1,1,0,2,3,0,0,2,3,0,1,0,2,2,0,1,2,1
1115,0434b,0434c,1,4,1,0,2,2,0,0,2,0,1,0,2,2,3,0,3,2,1
1116,1393a,1393b,2,4,1,0,2,2,0,4,2,2,1,1,3,0,2,0,3,2,1
1117,1531c,1531a,3,1,1,0,2,3,1,2,2,2,0,1,0,2,3,0,3,2,1
1118,0584b,0584c,2,1,1,1,2,2,1,2,2,0,1,1,0,2,2,0,1,2,1
1119,1196a,1196b,0,1,1,3,2,2,2,1,1,0,2,1,0,2,2,1,2,1,1
1120,1508b,1508a,1,1,1,0,2,1,1,0,1,2,4,1,0,2,2,3,4,2,1
1121,1152b,1152c,2,1,1,1,2,3,0,3,2,0,0,1,1,2,1,1,1,1,1
1122,1171b,1171a,2,4,1,3,2,1,1,3,2,1,2,1,3,2,3,0,0,2,1
1123,1477b,1477c,1,1,1,1,0,2,0,1,1,3,1,1,2,2,2,1,0,1,1
1124,1512b,1512c,2,0,1,0,2,2,0,0,2,2,1,1,1,2,2,1,3,2,1
1125,1360b,1360c,2,0,1,0,2,2,0,2,2,0,1,1,2,1,2,1,1,1,1
1126,0333b,0333a,2,1,1,0,2,3,1,1,2,2,1,1,3,2,1,2,0,1,1
1127,1358a,1358b,2,1,1,1,1,2,0,4,2,3,4,0,1,2,2,0,1,2,1
1128,1545a,1545b,0,1,1,0,2,2,1,2,2,2,1,1,0,0,2,0,1,2,1
1129,0353a,0353b,2,1,1,3,1,2,0,2,2,2,1,1,1,2,1,1,2,1,1
1130,0338b,0338c,2,1,1,3,2,1,0,3,2,0,1,1,3,2,2,1,2,1,1
1131,1350a,1350c,3,1,1,0,2,3,1,2,1,1,4,1,3,0,1,2,1,1,1
1132,1234b,1234c,3,0,1,1,2,3,0,4,2,2,1,0,2,2,3,0,2,2,1
1133,0317b,0317c,0,4,0,0,0,2,2,3,2,0,0,0,2,2,3,1,3,2,1
1134,0555b,0555a,1,1,1,0,1,2,0,2,2,1,4,0,2,0,2,3,4,1,1
1135,1191b,1191c,3,4,0,1,2,1,0,3,2,3,4,1,3,2,3,3,4,2,1
1136,1448a,1448c,2,1,1,0,2,1,0,0,1,3,4,1,3,2,2,1,1,2,1
1137,0349a,0349b,3,1,1,1,2,1,0,1,2,0,1,1,3,2,2,3,1,2,1
1138,1212a,1212c,2,1,1,0,0,2,2,2,1,2,0,1,0,0,2,2,2,1,1
1139,1386a,1386c,1,1,1,0,2,2,0,3,2,3,1,1,3,2,2,0,2,2,1
1140,1374b,1374c,1,1,1,0,2,2,2,2,1,3,0,1,0,2,1,0,3,2,1
1141,1475b,1475c,3,1,0,3,2,2,0,3,2,3,1,1,3,0,1,3,4,2,1
1142,1461b,1461a,2,2,1,0,2,1,0,0,2,1,0,1,1,2,0,0,1,2,1
1143,1309a,1309c,0,1,1,0,2,2,0,2,2,1,1,0,1,0,1,0,2,1,1
1144,0381a,0381b,1,0,1,3,2,2,0,3,2,3,1,1,0,2,3,0,4,2,1
1145,1504c,1504a,0,1,1,0,2,1,0,2,1,1,0,1,1,2,1,3,0,2,1
1146,0347a,0347b,2,4,1,3,0,3,1,4,1,1,1,0,0,0,2,2,0,1,1
1147,1208a,1208c,0,4,1,0,0,2,0,2,2,0,1,1,0,2,1,3,2,2,1
1148,1336a,1336b,0,1,1,2,2,2,0,0,2,3,1,1,3,2,3,0,4,2,1
1149,0550a,0550b,3,4,1,3,2,2,0,0,2,3,0,1,0,2,2,0,4,2,1
1150,0496f,0496e,2,4,1,0,2,2,1,2,2,2,1,0,1,2,3,0,2,2,1
1151,0385c,0385a,2,2,1,0,1,2,2,1,2,0,0,1,2,2,3,3,0,2,1
1152,1494a,1494c,1,0,1,1,2,2,0,1,2,3,4,1,3,2,3,3,3,2,1
1153,1374c,1374a,3,0,1,0,2,1,0,3,2,3,2,0,2,2,3,0,4,2,1
1154,1485a,1485c,3,4,1,0,2,2,2,2,2,3,4,1,3,2,3,1,3,2,1
1155,0335a,0335c,1,1,1,2,2,2,1,0,2,3,1,1,0,2,1,1,3,2,1
